timestamp,model,task,prompt_tokens,completion_tokens,total_tokens
2026-02-20 01:54:46,accounts/fireworks/models/kimi-k2p5,reflection,457,69,526
2026-02-20 01:54:46,accounts/fireworks/models/kimi-k2p5,reflection,342,65,407
2026-02-20 01:54:50,mistralai/mistral-large-3-675b-instruct-2512,persona,1320,179,1499
2026-02-20 01:54:51,mistralai/mistral-large-3-675b-instruct-2512,persona,1135,71,1206
2026-02-20 01:54:51,accounts/fireworks/models/kimi-k2p5,reflection,816,265,1081
2026-02-20 01:54:54,accounts/fireworks/models/kimi-k2p5,reflection,491,82,573
2026-02-20 01:54:54,accounts/fireworks/models/kimi-k2p5,reflection,295,61,356
2026-02-20 01:54:56,mistralai/mistral-large-3-675b-instruct-2512,persona,1132,90,1222
2026-02-20 01:54:57,mistralai/mistral-large-3-675b-instruct-2512,persona,1357,182,1539
2026-02-20 01:54:58,accounts/fireworks/models/kimi-k2p5,reflection,657,268,925
2026-02-20 01:55:00,accounts/fireworks/models/kimi-k2p5,reflection,503,39,542
2026-02-20 01:55:02,accounts/fireworks/models/kimi-k2p5,reflection,287,67,354
2026-02-20 01:55:04,mistralai/mistral-large-3-675b-instruct-2512,persona,1415,163,1578
2026-02-20 01:55:04,accounts/fireworks/models/kimi-k2p5,reflection,734,230,964
2026-02-20 01:55:07,accounts/fireworks/models/kimi-k2p5,reflection,481,71,552
2026-02-20 01:55:10,mistralai/mistral-large-3-675b-instruct-2512,persona,1423,167,1590
2026-02-20 01:58:22,accounts/fireworks/models/kimi-k2p5,extract,224,41,265
2026-02-20 01:58:25,accounts/fireworks/models/kimi-k2p5,reflection,103,35,138
2026-02-20 01:58:27,mistralai/mistral-large-3-675b-instruct-2512,persona,802,36,838
2026-02-20 01:58:30,accounts/fireworks/models/kimi-k2p5,reflection,172,47,219
2026-02-20 01:58:31,mistralai/mistral-large-3-675b-instruct-2512,persona,927,37,964
2026-02-20 01:58:32,accounts/fireworks/models/kimi-k2p5,reflection,182,47,229
2026-02-20 01:58:35,mistralai/mistral-large-3-675b-instruct-2512,persona,951,32,983
2026-02-20 01:58:38,accounts/fireworks/models/kimi-k2p5,extract,291,61,352
2026-02-20 01:58:42,mistralai/mistral-large-3-675b-instruct-2512,persona,957,42,999
2026-02-20 01:58:43,accounts/fireworks/models/kimi-k2p5,reflection,441,219,660
2026-02-20 01:58:43,accounts/fireworks/models/kimi-k2p5,reflection,179,76,255
2026-02-20 01:58:47,mistralai/mistral-large-3-675b-instruct-2512,persona,942,53,995
2026-02-20 01:58:51,mistralai/mistral-large-3-675b-instruct-2512,persona,970,39,1009
2026-02-20 01:58:57,accounts/fireworks/models/kimi-k2p5,extract,292,54,346
2026-02-20 01:58:59,accounts/fireworks/models/kimi-k2p5,reflection,203,60,263
2026-02-20 01:59:02,mistralai/mistral-large-3-675b-instruct-2512,persona,1009,71,1080
2026-02-20 01:59:02,accounts/fireworks/models/kimi-k2p5,reflection,182,61,243
2026-02-20 01:59:07,mistralai/mistral-large-3-675b-instruct-2512,persona,1039,107,1146
2026-02-20 01:59:10,accounts/fireworks/models/kimi-k2p5,reflection,202,37,239
2026-02-20 01:59:11,accounts/fireworks/models/kimi-k2p5,reflection,223,58,281
2026-02-20 01:59:14,mistralai/mistral-large-3-675b-instruct-2512,persona,1096,102,1198
2026-02-20 01:59:33,accounts/fireworks/models/kimi-k2p5,reflection,293,41,334
2026-02-20 01:59:43,accounts/fireworks/models/kimi-k2p5,reflection,239,48,287
2026-02-20 01:59:46,accounts/fireworks/models/kimi-k2p5,extract,228,41,269
2026-02-20 01:59:48,accounts/fireworks/models/kimi-k2p5,reflection,101,41,142
2026-02-20 01:59:51,mistralai/mistral-large-3-675b-instruct-2512,persona,790,49,839
2026-02-20 01:59:53,accounts/fireworks/models/kimi-k2p5,reflection,185,58,243
2026-02-20 01:59:56,mistralai/mistral-large-3-675b-instruct-2512,persona,949,48,997
2026-02-20 02:00:17,accounts/fireworks/models/kimi-k2p5,extract,294,55,349
2026-02-20 02:00:22,mistralai/mistral-large-3-675b-instruct-2512,persona,964,57,1021
2026-02-20 02:00:24,accounts/fireworks/models/kimi-k2p5,reflection,210,57,267
2026-02-20 02:00:26,accounts/fireworks/models/kimi-k2p5,reflection,219,36,255
2026-02-20 02:00:27,mistralai/mistral-large-3-675b-instruct-2512,persona,1034,57,1091
2026-02-20 02:00:27,accounts/fireworks/models/kimi-k2p5,extract,291,55,346
2026-02-20 02:00:30,accounts/fireworks/models/kimi-k2p5,reflection,224,54,278
2026-02-20 02:00:32,mistralai/mistral-large-3-675b-instruct-2512,persona,1005,64,1069
2026-02-20 02:00:36,accounts/fireworks/models/kimi-k2p5,reflection,235,71,306
2026-02-20 02:00:38,accounts/fireworks/models/kimi-k2p5,extract,291,55,346
2026-02-20 02:00:39,mistralai/mistral-large-3-675b-instruct-2512,persona,1059,73,1132
2026-02-20 02:00:45,mistralai/mistral-large-3-675b-instruct-2512,persona,1064,69,1133
2026-02-20 02:00:47,accounts/fireworks/models/kimi-k2p5,reflection,252,50,302
2026-02-20 02:00:50,mistralai/mistral-large-3-675b-instruct-2512,persona,1092,98,1190
2026-02-20 02:00:50,accounts/fireworks/models/kimi-k2p5,extract,291,55,346
2026-02-20 02:00:50,accounts/fireworks/models/kimi-k2p5,reflection,254,57,311
2026-02-20 02:00:56,mistralai/mistral-large-3-675b-instruct-2512,persona,1087,112,1199
2026-02-20 02:01:00,mistralai/mistral-large-3-675b-instruct-2512,persona,747,72,819
2026-02-20 02:01:02,accounts/fireworks/models/kimi-k2p5,reflection,158,72,230
2026-02-20 02:01:05,mistralai/mistral-large-3-675b-instruct-2512,persona,872,73,945
2026-02-20 02:01:07,accounts/fireworks/models/kimi-k2p5,reflection,273,40,313
2026-02-20 02:01:11,mistralai/mistral-large-3-675b-instruct-2512,persona,1028,82,1110
2026-02-20 02:01:14,accounts/fireworks/models/kimi-k2p5,reflection,279,44,323
2026-02-20 02:01:15,accounts/fireworks/models/kimi-k2p5,reflection,524,225,749
2026-02-20 02:01:17,mistralai/mistral-large-3-675b-instruct-2512,persona,1120,142,1262
2026-02-20 02:01:18,accounts/fireworks/models/kimi-k2p5,reflection,324,67,391
2026-02-20 02:01:19,accounts/fireworks/models/kimi-k2p5,reflection,354,58,412
2026-02-20 02:01:24,mistralai/mistral-large-3-675b-instruct-2512,persona,1166,111,1277
2026-02-20 02:01:28,accounts/fireworks/models/kimi-k2p5,reflection,382,77,459
2026-02-20 02:01:30,mistralai/mistral-large-3-675b-instruct-2512,persona,1234,125,1359
2026-02-20 02:01:34,accounts/fireworks/models/kimi-k2p5,reflection,365,88,453
2026-02-20 02:01:38,mistralai/mistral-large-3-675b-instruct-2512,persona,1254,162,1416
2026-02-20 02:01:39,accounts/fireworks/models/kimi-k2p5,reflection,752,234,986
2026-02-20 02:01:41,accounts/fireworks/models/kimi-k2p5,reflection,423,81,504
2026-02-20 02:01:45,mistralai/mistral-large-3-675b-instruct-2512,persona,1285,129,1414
2026-02-20 02:01:48,accounts/fireworks/models/kimi-k2p5,reflection,392,70,462
2026-02-20 02:01:49,accounts/fireworks/models/kimi-k2p5,reflection,593,240,833
2026-02-20 02:01:51,mistralai/mistral-large-3-675b-instruct-2512,persona,1257,143,1400
2026-02-20 02:01:56,accounts/fireworks/models/kimi-k2p5,reflection,401,59,460
2026-02-20 02:01:57,accounts/fireworks/models/kimi-k2p5,reflection,283,57,340
2026-02-20 02:01:58,mistralai/mistral-large-3-675b-instruct-2512,persona,1302,149,1451
2026-02-20 10:02:22,accounts/fireworks/models/minimax-m2p5,extract,255,244,499
2026-02-20 10:03:01,accounts/fireworks/models/minimax-m2p5,extract,255,244,499
2026-02-20 10:04:42,accounts/fireworks/models/minimax-m2p5,extract,222,234,456
2026-02-20 10:04:47,mistralai/mistral-large-3-675b-instruct-2512,persona,812,47,859
2026-02-20 10:04:51,accounts/fireworks/models/minimax-m2p5,reflection,188,209,397
2026-02-20 10:04:52,mistralai/mistral-large-3-675b-instruct-2512,persona,931,85,1016
2026-02-20 10:04:58,accounts/fireworks/models/minimax-m2p5,reflection,249,324,573
2026-02-20 10:04:58,accounts/fireworks/models/minimax-m2p5,extract,222,268,490
2026-02-20 10:04:58,mistralai/mistral-large-3-675b-instruct-2512,persona,1052,63,1115
2026-02-20 10:05:03,accounts/fireworks/models/minimax-m2p5,reflection,104,241,345
2026-02-20 10:05:04,accounts/fireworks/models/minimax-m2p5,reflection,534,400,934
2026-02-20 10:05:04,accounts/fireworks/models/minimax-m2p5,reflection,104,186,290
2026-02-20 10:05:04,mistralai/mistral-large-3-675b-instruct-2512,persona,812,70,882
2026-02-20 10:05:08,accounts/fireworks/models/minimax-m2p5,reflection,201,227,428
2026-02-20 10:05:10,mistralai/mistral-large-3-675b-instruct-2512,persona,951,67,1018
2026-02-20 10:05:15,accounts/fireworks/models/minimax-m2p5,reflection,241,302,543
2026-02-20 10:05:16,mistralai/mistral-large-3-675b-instruct-2512,persona,1051,90,1141
2026-02-20 10:05:16,accounts/fireworks/models/minimax-m2p5,extract,291,358,649
2026-02-20 10:05:19,accounts/fireworks/models/minimax-m2p5,extract,291,356,647
2026-02-20 10:05:22,accounts/fireworks/models/minimax-m2p5,reflection,526,400,926
2026-02-20 10:05:22,mistralai/mistral-large-3-675b-instruct-2512,persona,1095,72,1167
2026-02-20 10:05:23,accounts/fireworks/models/minimax-m2p5,reflection,266,400,666
2026-02-20 10:05:23,accounts/fireworks/models/minimax-m2p5,reflection,261,306,567
2026-02-20 10:05:23,mistralai/mistral-large-3-675b-instruct-2512,persona,1064,56,1120
2026-02-20 10:05:29,mistralai/mistral-large-3-675b-instruct-2512,persona,1092,116,1208
2026-02-20 10:05:29,accounts/fireworks/models/minimax-m2p5,reflection,239,220,459
2026-02-20 10:05:32,mistralai/mistral-large-3-675b-instruct-2512,persona,1081,66,1147
2026-02-20 10:05:36,accounts/fireworks/models/minimax-m2p5,reflection,309,400,709
2026-02-20 10:05:36,mistralai/mistral-large-3-675b-instruct-2512,persona,1151,149,1300
2026-02-20 10:05:37,accounts/fireworks/models/minimax-m2p5,reflection,243,254,497
2026-02-20 10:05:37,mistralai/mistral-large-3-675b-instruct-2512,persona,1088,73,1161
2026-02-20 10:05:39,accounts/fireworks/models/minimax-m2p5,extract,291,358,649
2026-02-20 10:05:41,accounts/fireworks/models/minimax-m2p5,extract,291,356,647
2026-02-20 10:05:42,accounts/fireworks/models/minimax-m2p5,reflection,634,400,1034
2026-02-20 10:05:44,accounts/fireworks/models/minimax-m2p5,reflection,257,400,657
2026-02-20 10:05:45,accounts/fireworks/models/minimax-m2p5,extract,230,231,461
2026-02-20 10:05:45,accounts/fireworks/models/minimax-m2p5,reflection,256,247,503
2026-02-20 10:05:46,mistralai/mistral-large-3-675b-instruct-2512,persona,1100,90,1190
2026-02-20 10:05:49,mistralai/mistral-large-3-675b-instruct-2512,persona,792,63,855
2026-02-20 10:05:49,accounts/fireworks/models/minimax-m2p5,reflection,104,311,415
2026-02-20 10:05:51,accounts/fireworks/models/minimax-m2p5,reflection,582,400,982
2026-02-20 10:05:52,accounts/fireworks/models/minimax-m2p5,extract,230,231,461
2026-02-20 10:05:55,mistralai/mistral-large-3-675b-instruct-2512,persona,968,65,1033
2026-02-20 10:05:57,mistralai/mistral-large-3-675b-instruct-2512,persona,789,64,853
2026-02-20 10:05:57,accounts/fireworks/models/minimax-m2p5,extract,295,221,516
2026-02-20 10:06:01,accounts/fireworks/models/minimax-m2p5,reflection,206,227,433
2026-02-20 10:06:02,mistralai/mistral-large-3-675b-instruct-2512,persona,964,67,1031
2026-02-20 10:06:04,mistralai/mistral-large-3-675b-instruct-2512,persona,1025,70,1095
2026-02-20 10:06:07,accounts/fireworks/models/minimax-m2p5,extract,295,400,695
2026-02-20 10:06:07,accounts/fireworks/models/minimax-m2p5,reflection,251,214,465
2026-02-20 10:06:09,mistralai/mistral-large-3-675b-instruct-2512,persona,1083,80,1163
2026-02-20 10:06:09,accounts/fireworks/models/minimax-m2p5,reflection,206,283,489
2026-02-20 10:06:12,mistralai/mistral-large-3-675b-instruct-2512,persona,1020,84,1104
2026-02-20 10:06:12,accounts/fireworks/models/minimax-m2p5,reflection,104,240,344
2026-02-20 10:06:15,accounts/fireworks/models/minimax-m2p5,reflection,248,400,648
2026-02-20 10:06:17,accounts/fireworks/models/minimax-m2p5,reflection,270,303,573
2026-02-20 10:06:17,mistralai/mistral-large-3-675b-instruct-2512,persona,1097,87,1184
2026-02-20 10:06:18,accounts/fireworks/models/minimax-m2p5,extract,291,216,507
2026-02-20 10:06:23,mistralai/mistral-large-3-675b-instruct-2512,persona,1113,67,1180
2026-02-20 10:06:24,accounts/fireworks/models/minimax-m2p5,reflection,295,400,695
2026-02-20 10:06:26,accounts/fireworks/models/minimax-m2p5,extract,291,216,507
2026-02-20 10:06:27,accounts/fireworks/models/minimax-m2p5,reflection,275,245,520
2026-02-20 10:06:28,mistralai/mistral-large-3-675b-instruct-2512,persona,1128,80,1208
2026-02-20 10:06:30,accounts/fireworks/models/minimax-m2p5,reflection,265,194,459
2026-02-20 10:06:32,mistralai/mistral-large-3-675b-instruct-2512,persona,1059,88,1147
2026-02-20 10:06:33,accounts/fireworks/models/minimax-m2p5,reflection,623,400,1023
2026-02-20 10:06:35,accounts/fireworks/models/minimax-m2p5,reflection,247,221,468
2026-02-20 10:06:37,accounts/fireworks/models/minimax-m2p5,reflection,278,312,590
2026-02-20 10:06:37,mistralai/mistral-large-3-675b-instruct-2512,persona,1113,110,1223
2026-02-20 10:06:42,accounts/fireworks/models/minimax-m2p5,reflection,609,400,1009
2026-02-20 10:06:45,accounts/fireworks/models/minimax-m2p5,extract,291,180,471
2026-02-20 10:06:50,mistralai/mistral-large-3-675b-instruct-2512,persona,748,65,813
2026-02-20 10:06:56,accounts/fireworks/models/minimax-m2p5,reflection,160,228,388
2026-02-20 10:06:57,mistralai/mistral-large-3-675b-instruct-2512,persona,871,74,945
2026-02-20 10:07:03,mistralai/mistral-large-3-675b-instruct-2512,persona,1028,77,1105
2026-02-20 10:07:03,accounts/fireworks/models/minimax-m2p5,reflection,281,340,621
2026-02-20 10:07:08,mistralai/mistral-large-3-675b-instruct-2512,persona,1052,78,1130
2026-02-20 10:07:09,mistralai/mistral-large-3-675b-instruct-2512,persona,1089,81,1170
2026-02-20 10:07:13,mistralai/mistral-large-3-675b-instruct-2512,persona,753,107,860
2026-02-20 10:07:15,accounts/fireworks/models/minimax-m2p5,reflection,609,400,1009
2026-02-20 10:07:15,accounts/fireworks/models/minimax-m2p5,reflection,292,283,575
2026-02-20 10:07:15,mistralai/mistral-large-3-675b-instruct-2512,persona,1103,95,1198
2026-02-20 10:07:19,mistralai/mistral-large-3-675b-instruct-2512,persona,916,116,1032
2026-02-20 10:07:19,accounts/fireworks/models/minimax-m2p5,reflection,201,308,509
2026-02-20 10:07:21,accounts/fireworks/models/minimax-m2p5,reflection,311,349,660
2026-02-20 10:07:23,accounts/fireworks/models/minimax-m2p5,reflection,217,184,401
2026-02-20 10:07:24,mistralai/mistral-large-3-675b-instruct-2512,persona,1152,130,1282
2026-02-20 10:07:25,accounts/fireworks/models/minimax-m2p5,reflection,367,329,696
2026-02-20 10:07:26,mistralai/mistral-large-3-675b-instruct-2512,persona,1116,111,1227
2026-02-20 10:07:33,mistralai/mistral-large-3-675b-instruct-2512,persona,1239,130,1369
2026-02-20 10:07:39,mistralai/mistral-large-3-675b-instruct-2512,persona,1235,131,1366
2026-02-20 10:07:39,accounts/fireworks/models/minimax-m2p5,reflection,374,310,684
2026-02-20 10:07:44,accounts/fireworks/models/minimax-m2p5,reflection,392,275,667
2026-02-20 10:07:46,mistralai/mistral-large-3-675b-instruct-2512,persona,1278,143,1421
2026-02-20 10:08:12,accounts/fireworks/models/minimax-m2p5,extract,222,268,490
2026-02-20 10:08:17,accounts/fireworks/models/minimax-m2p5,reflection,104,241,345
2026-02-20 10:08:18,mistralai/mistral-large-3-675b-instruct-2512,persona,807,44,851
2026-02-20 10:08:27,accounts/fireworks/models/minimax-m2p5,reflection,174,284,458
2026-02-20 10:08:27,mistralai/mistral-large-3-675b-instruct-2512,persona,940,65,1005
2026-02-20 10:08:35,mistralai/mistral-large-3-675b-instruct-2512,persona,998,69,1067
2026-02-20 10:08:38,accounts/fireworks/models/minimax-m2p5,extract,291,356,647
2026-02-20 10:08:45,mistralai/mistral-large-3-675b-instruct-2512,persona,1064,77,1141
2026-02-20 10:08:45,accounts/fireworks/models/minimax-m2p5,reflection,250,310,560
2026-02-20 10:08:49,accounts/fireworks/models/minimax-m2p5,reflection,218,209,427
2026-02-20 10:08:52,mistralai/mistral-large-3-675b-instruct-2512,persona,1089,93,1182
2026-02-20 10:08:52,accounts/fireworks/models/minimax-m2p5,reflection,253,400,653
2026-02-20 10:08:57,accounts/fireworks/models/minimax-m2p5,reflection,281,295,576
2026-02-20 10:08:58,mistralai/mistral-large-3-675b-instruct-2512,persona,1121,108,1229
2026-02-20 10:09:01,accounts/fireworks/models/minimax-m2p5,extract,291,358,649
2026-02-20 10:09:04,accounts/fireworks/models/minimax-m2p5,reflection,607,400,1007
2026-02-20 10:09:10,mistralai/mistral-large-3-675b-instruct-2512,persona,1163,118,1281
2026-02-20 10:09:10,accounts/fireworks/models/minimax-m2p5,reflection,308,400,708
2026-02-20 10:09:16,mistralai/mistral-large-3-675b-instruct-2512,persona,1203,122,1325
2026-02-20 10:09:25,mistralai/mistral-large-3-675b-instruct-2512,persona,1237,139,1376
2026-02-20 10:09:26,accounts/fireworks/models/minimax-m2p5,extract,291,356,647
2026-02-20 10:09:31,accounts/fireworks/models/minimax-m2p5,reflection,333,263,596
2026-02-20 10:09:32,accounts/fireworks/models/minimax-m2p5,reflection,372,286,658
2026-02-20 10:09:36,accounts/fireworks/models/minimax-m2p5,extract,230,231,461
2026-02-20 10:09:37,accounts/fireworks/models/minimax-m2p5,reflection,359,272,631
2026-02-20 10:09:40,accounts/fireworks/models/minimax-m2p5,reflection,104,240,344
2026-02-20 10:09:41,mistralai/mistral-large-3-675b-instruct-2512,persona,780,37,817
2026-02-20 10:09:46,mistralai/mistral-large-3-675b-instruct-2512,persona,905,43,948
2026-02-20 10:09:47,accounts/fireworks/models/minimax-m2p5,reflection,179,360,539
2026-02-20 10:09:48,accounts/fireworks/models/minimax-m2p5,extract,295,221,516
2026-02-20 10:09:53,accounts/fireworks/models/minimax-m2p5,reflection,197,208,405
2026-02-20 10:09:54,mistralai/mistral-large-3-675b-instruct-2512,persona,960,45,1005
2026-02-20 10:09:58,accounts/fireworks/models/minimax-m2p5,reflection,204,240,444
2026-02-20 10:09:59,mistralai/mistral-large-3-675b-instruct-2512,persona,973,45,1018
2026-02-20 10:10:00,accounts/fireworks/models/minimax-m2p5,reflection,481,400,881
2026-02-20 10:10:01,accounts/fireworks/models/minimax-m2p5,extract,291,216,507
2026-02-20 10:10:07,mistralai/mistral-large-3-675b-instruct-2512,persona,991,73,1064
2026-02-20 10:10:07,accounts/fireworks/models/minimax-m2p5,reflection,204,386,590
2026-02-20 10:10:12,accounts/fireworks/models/minimax-m2p5,reflection,224,281,505
2026-02-20 10:10:12,mistralai/mistral-large-3-675b-instruct-2512,persona,1034,52,1086
2026-02-20 10:10:18,accounts/fireworks/models/minimax-m2p5,extract,291,400,691
2026-02-20 10:10:19,accounts/fireworks/models/minimax-m2p5,reflection,529,400,929
2026-02-20 10:10:24,accounts/fireworks/models/minimax-m2p5,reflection,234,295,529
2026-02-20 10:10:25,mistralai/mistral-large-3-675b-instruct-2512,persona,1030,74,1104
2026-02-20 10:10:29,accounts/fireworks/models/minimax-m2p5,reflection,234,295,529
2026-02-20 10:10:31,mistralai/mistral-large-3-675b-instruct-2512,persona,1042,67,1109
2026-02-20 10:10:48,accounts/fireworks/models/minimax-m2p5,extract,291,193,484
2026-02-20 10:10:51,accounts/fireworks/models/minimax-m2p5,reflection,235,261,496
2026-02-20 10:10:53,mistralai/mistral-large-3-675b-instruct-2512,persona,1059,76,1135
2026-02-20 10:10:57,mistralai/mistral-large-3-675b-instruct-2512,persona,743,87,830
2026-02-20 10:10:57,accounts/fireworks/models/minimax-m2p5,reflection,258,338,596
2026-02-20 10:11:01,accounts/fireworks/models/minimax-m2p5,reflection,178,201,379
2026-02-20 10:11:01,mistralai/mistral-large-3-675b-instruct-2512,persona,882,73,955
2026-02-20 10:11:03,accounts/fireworks/models/minimax-m2p5,reflection,570,400,970
2026-02-20 10:11:06,mistralai/mistral-large-3-675b-instruct-2512,persona,1023,68,1091
2026-02-20 10:11:07,accounts/fireworks/models/minimax-m2p5,reflection,303,400,703
2026-02-20 10:11:11,accounts/fireworks/models/minimax-m2p5,reflection,272,331,603
2026-02-20 10:11:11,mistralai/mistral-large-3-675b-instruct-2512,persona,1099,71,1170
2026-02-20 10:11:16,accounts/fireworks/models/minimax-m2p5,reflection,270,299,569
2026-02-20 10:11:16,mistralai/mistral-large-3-675b-instruct-2512,persona,1062,92,1154
2026-02-20 10:11:18,accounts/fireworks/models/minimax-m2p5,reflection,629,400,1029
2026-02-20 10:11:21,accounts/fireworks/models/minimax-m2p5,reflection,301,248,549
2026-02-20 10:11:22,mistralai/mistral-large-3-675b-instruct-2512,persona,1130,120,1250
2026-02-20 11:21:09,accounts/fireworks/models/minimax-m2p5,reflection,104,311,415
2026-02-20 11:21:15,accounts/fireworks/models/kimi-k2p5,persona,739,400,1139
2026-02-20 11:23:21,accounts/fireworks/models/minimax-m2p5,extract,222,234,456
2026-02-20 11:23:24,accounts/fireworks/models/minimax-m2p5,reflection,104,210,314
2026-02-20 11:23:34,accounts/fireworks/models/minimax-m2p5,reflection,144,192,336
2026-02-20 11:23:44,accounts/fireworks/models/minimax-m2p5,reflection,154,205,359
2026-02-20 11:23:45,accounts/fireworks/models/minimax-m2p5,reflection,144,264,408
2026-02-20 11:23:46,accounts/fireworks/models/minimax-m2p5,extract,291,356,647
2026-02-20 11:23:54,accounts/fireworks/models/minimax-m2p5,extract,291,356,647
2026-02-20 11:23:55,accounts/fireworks/models/minimax-m2p5,reflection,144,147,291
2026-02-20 11:23:56,accounts/fireworks/models/minimax-m2p5,reflection,143,208,351
2026-02-20 11:23:57,accounts/fireworks/models/minimax-m2p5,extract,291,318,609
2026-02-20 11:24:05,accounts/fireworks/models/minimax-m2p5,reflection,144,188,332
2026-02-20 11:24:10,accounts/fireworks/models/minimax-m2p5,reflection,144,264,408
2026-02-20 11:24:10,accounts/fireworks/models/minimax-m2p5,reflection,144,188,332
2026-02-20 11:24:18,accounts/fireworks/models/minimax-m2p5,extract,230,231,461
2026-02-20 11:24:20,accounts/fireworks/models/minimax-m2p5,reflection,143,135,278
2026-02-20 11:24:22,accounts/fireworks/models/minimax-m2p5,reflection,104,311,415
2026-02-20 11:24:27,accounts/fireworks/models/minimax-m2p5,reflection,144,220,364
2026-02-20 11:24:28,accounts/fireworks/models/minimax-m2p5,reflection,155,265,420
2026-02-20 11:24:44,accounts/fireworks/models/minimax-m2p5,extract,222,234,456
2026-02-20 11:24:54,accounts/fireworks/models/minimax-m2p5,reflection,154,218,372
2026-02-20 11:24:58,accounts/fireworks/models/minimax-m2p5,extract,291,356,647
2026-02-20 11:25:00,accounts/fireworks/models/minimax-m2p5,reflection,143,226,369
2026-02-20 11:25:09,accounts/fireworks/models/minimax-m2p5,extract,291,356,647
2026-02-20 11:25:09,accounts/fireworks/models/minimax-m2p5,reflection,143,226,369
2026-02-20 11:25:19,accounts/fireworks/models/minimax-m2p5,reflection,144,192,336
2026-02-20 11:25:21,accounts/fireworks/models/minimax-m2p5,extract,230,231,461
2026-02-20 11:25:28,accounts/fireworks/models/minimax-m2p5,reflection,155,268,423
2026-02-20 11:25:28,accounts/fireworks/models/minimax-m2p5,reflection,104,311,415
2026-02-20 11:25:47,accounts/fireworks/models/minimax-m2p5,extract,291,243,534
2026-02-20 11:25:48,accounts/fireworks/models/minimax-m2p5,reflection,144,272,416
2026-02-20 11:25:51,accounts/fireworks/models/minimax-m2p5,extract,291,171,462
2026-02-20 11:29:46,accounts/fireworks/models/minimax-m2p5,reflection,154,205,359
2026-02-20 11:30:02,accounts/fireworks/models/minimax-m2p5,extract,291,356,647
2026-02-20 11:35:03,mistralai/mistral-large-3-675b-instruct-2512,extract,219,51,270
2026-02-20 11:35:04,mistralai/mistral-large-3-675b-instruct-2512,reflection,100,27,127
2026-02-20 11:35:08,mistralai/mistral-large-3-675b-instruct-2512,reflection,160,32,192
2026-02-20 11:35:12,mistralai/mistral-large-3-675b-instruct-2512,reflection,147,28,175
2026-02-20 11:35:16,mistralai/mistral-large-3-675b-instruct-2512,reflection,144,26,170
2026-02-20 11:35:16,mistralai/mistral-large-3-675b-instruct-2512,extract,309,88,397
2026-02-20 11:35:18,mistralai/mistral-large-3-675b-instruct-2512,reflection,438,242,680
2026-02-20 11:35:19,mistralai/mistral-large-3-675b-instruct-2512,reflection,152,34,186
2026-02-20 11:35:25,mistralai/mistral-large-3-675b-instruct-2512,reflection,139,31,170
2026-02-20 11:35:29,mistralai/mistral-large-3-675b-instruct-2512,extract,301,71,372
2026-02-20 11:35:29,mistralai/mistral-large-3-675b-instruct-2512,reflection,144,26,170
2026-02-20 11:35:32,mistralai/mistral-large-3-675b-instruct-2512,reflection,152,34,186
2026-02-20 11:35:36,mistralai/mistral-large-3-675b-instruct-2512,reflection,147,28,175
2026-02-20 11:35:38,mistralai/mistral-large-3-675b-instruct-2512,reflection,452,265,717
2026-02-20 11:35:40,mistralai/mistral-large-3-675b-instruct-2512,reflection,152,27,179
2026-02-20 11:35:40,mistralai/mistral-large-3-675b-instruct-2512,extract,314,79,393
2026-02-20 11:35:43,mistralai/mistral-large-3-675b-instruct-2512,extract,231,51,282
2026-02-20 11:35:44,mistralai/mistral-large-3-675b-instruct-2512,reflection,101,34,135
2026-02-20 11:35:48,mistralai/mistral-large-3-675b-instruct-2512,reflection,152,33,185
2026-02-20 11:35:52,mistralai/mistral-large-3-675b-instruct-2512,extract,306,80,386
2026-02-20 11:35:52,mistralai/mistral-large-3-675b-instruct-2512,reflection,143,35,178
2026-02-20 11:35:55,mistralai/mistral-large-3-675b-instruct-2512,reflection,143,25,168
2026-02-20 11:35:57,mistralai/mistral-large-3-675b-instruct-2512,reflection,427,244,671
2026-02-20 11:35:59,mistralai/mistral-large-3-675b-instruct-2512,reflection,149,27,176
2026-02-20 11:35:59,mistralai/mistral-large-3-675b-instruct-2512,extract,305,71,376
2026-02-20 11:36:03,mistralai/mistral-large-3-675b-instruct-2512,reflection,143,36,179
2026-02-20 11:36:07,mistralai/mistral-large-3-675b-instruct-2512,extract,305,71,376
2026-02-20 11:36:07,mistralai/mistral-large-3-675b-instruct-2512,reflection,143,28,171
2026-02-20 11:36:10,mistralai/mistral-large-3-675b-instruct-2512,reflection,143,36,179
2026-02-20 11:36:12,mistralai/mistral-large-3-675b-instruct-2512,reflection,447,237,684
2026-02-20 11:36:14,mistralai/mistral-large-3-675b-instruct-2512,reflection,149,26,175
2026-02-20 11:36:14,mistralai/mistral-large-3-675b-instruct-2512,extract,305,71,376
2026-02-20 11:36:18,mistralai/mistral-large-3-675b-instruct-2512,reflection,143,33,176
2026-02-20 11:36:32,mistralai/mistral-large-3-675b-instruct-2512,reflection,447,258,705
2026-02-20 11:36:46,mistralai/mistral-large-3-675b-instruct-2512,reflection,438,201,639
2026-02-20 11:37:39,mistralai/mistral-large-3-675b-instruct-2512,extract,219,51,270
2026-02-20 11:37:40,mistralai/mistral-large-3-675b-instruct-2512,reflection,100,27,127
2026-02-20 11:37:44,mistralai/mistral-large-3-675b-instruct-2512,persona,815,46,861
