timestamp,model,task,prompt_tokens,completion_tokens,total_tokens
2026-02-16 02:20:38,accounts/fireworks/models/kimi-k2p5,reflection,565,49,614
2026-02-16 02:20:42,accounts/fireworks/models/kimi-k2p5,persona,1448,400,1848
2026-02-16 02:20:43,accounts/fireworks/models/kimi-k2p5,reflection,752,44,796
2026-02-16 02:20:45,accounts/fireworks/models/kimi-k2p5,reflection,1109,181,1290
2026-02-16 02:20:48,accounts/fireworks/models/kimi-k2p5,persona,1409,400,1809
2026-02-16 04:27:18,accounts/fireworks/models/kimi-k2p5,extract,172,41,213
2026-02-16 04:27:47,accounts/fireworks/models/kimi-k2p5,extract,172,41,213
2026-02-16 04:28:28,accounts/fireworks/models/kimi-k2p5,extract,172,41,213
2026-02-16 04:28:53,accounts/fireworks/models/kimi-k2p5,extract,172,41,213
2026-02-16 04:29:32,accounts/fireworks/models/kimi-k2p5,extract,172,42,214
2026-02-16 04:29:32,accounts/fireworks/models/kimi-k2p5,extract,160,41,201
2026-02-16 04:29:33,accounts/fireworks/models/kimi-k2p5,extract,174,46,220
2026-02-16 04:29:35,accounts/fireworks/models/kimi-k2p5,persona,431,400,831
2026-02-16 04:29:38,accounts/fireworks/models/kimi-k2p5,persona,444,400,844
2026-02-16 04:34:38,accounts/fireworks/models/kimi-k2p5,extract,172,41,213
2026-02-16 04:34:39,accounts/fireworks/models/kimi-k2p5,extract,160,41,201
2026-02-16 04:34:40,accounts/fireworks/models/kimi-k2p5,extract,174,47,221
2026-02-16 04:34:44,accounts/fireworks/models/kimi-k2p5,persona,473,400,873
2026-02-16 04:34:47,accounts/fireworks/models/kimi-k2p5,persona,488,400,888
2026-02-16 04:35:20,accounts/fireworks/models/kimi-k2p5,extract,172,42,214
2026-02-16 04:35:21,accounts/fireworks/models/kimi-k2p5,extract,160,41,201
2026-02-16 04:35:22,accounts/fireworks/models/kimi-k2p5,extract,174,47,221
2026-02-16 04:35:24,accounts/fireworks/models/kimi-k2p5,persona,242,400,642
2026-02-16 04:35:26,accounts/fireworks/models/kimi-k2p5,persona,254,400,654
2026-02-16 04:35:48,accounts/fireworks/models/kimi-k2p5,extract,172,41,213
2026-02-16 04:35:49,accounts/fireworks/models/kimi-k2p5,extract,160,41,201
2026-02-16 04:35:52,accounts/fireworks/models/kimi-k2p5,extract,174,46,220
2026-02-16 04:35:55,accounts/fireworks/models/kimi-k2p5,persona,192,400,592
2026-02-16 04:35:58,accounts/fireworks/models/kimi-k2p5,persona,216,400,616
2026-02-16 11:43:03,accounts/fireworks/models/kimi-k2p5,extract,172,42,214
2026-02-16 11:43:04,accounts/fireworks/models/kimi-k2p5,extract,160,42,202
2026-02-16 11:43:05,accounts/fireworks/models/kimi-k2p5,extract,174,47,221
2026-02-16 11:43:08,accounts/fireworks/models/kimi-k2p5,persona,192,400,592
2026-02-16 11:43:11,accounts/fireworks/models/kimi-k2p5,persona,204,400,604
2026-02-16 11:43:28,accounts/fireworks/models/kimi-k2p5,extract,172,42,214
2026-02-16 11:43:29,accounts/fireworks/models/kimi-k2p5,extract,160,41,201
2026-02-16 11:43:30,accounts/fireworks/models/kimi-k2p5,extract,174,46,220
2026-02-16 11:43:32,accounts/fireworks/models/kimi-k2p5,persona,192,400,592
2026-02-16 11:43:35,accounts/fireworks/models/kimi-k2p5,persona,202,400,602
2026-02-16 11:46:14,accounts/fireworks/models/kimi-k2p5,extract,172,41,213
2026-02-16 11:46:15,accounts/fireworks/models/kimi-k2p5,extract,160,42,202
2026-02-16 11:46:17,accounts/fireworks/models/kimi-k2p5,extract,174,46,220
2026-02-16 11:46:21,accounts/fireworks/models/kimi-k2p5,persona,192,400,592
2026-02-16 11:46:28,accounts/fireworks/models/kimi-k2p5,persona,205,400,605
2026-02-16 11:47:10,accounts/fireworks/models/kimi-k2p5,extract,172,41,213
2026-02-16 11:47:11,accounts/fireworks/models/kimi-k2p5,extract,160,42,202
2026-02-16 11:47:13,accounts/fireworks/models/kimi-k2p5,extract,174,46,220
2026-02-16 11:47:16,accounts/fireworks/models/kimi-k2p5,persona,224,400,624
2026-02-16 11:47:19,accounts/fireworks/models/kimi-k2p5,persona,255,400,655
2026-02-16 11:47:47,accounts/fireworks/models/kimi-k2p5,extract,172,42,214
2026-02-16 11:47:48,accounts/fireworks/models/kimi-k2p5,extract,160,42,202
2026-02-16 11:47:49,accounts/fireworks/models/kimi-k2p5,extract,174,47,221
2026-02-16 11:47:52,accounts/fireworks/models/kimi-k2p5,persona,161,400,561
2026-02-16 11:47:55,accounts/fireworks/models/kimi-k2p5,persona,170,400,570
2026-02-16 11:48:22,accounts/fireworks/models/kimi-k2p5,extract,172,42,214
2026-02-16 11:48:23,accounts/fireworks/models/kimi-k2p5,extract,160,41,201
2026-02-16 11:48:24,accounts/fireworks/models/kimi-k2p5,extract,174,47,221
2026-02-16 11:48:27,accounts/fireworks/models/kimi-k2p5,persona,162,400,562
2026-02-16 11:48:32,accounts/fireworks/models/kimi-k2p5,persona,172,400,572
2026-02-16 11:52:44,accounts/fireworks/models/kimi-k2p5,extract,172,41,213
2026-02-16 11:52:44,accounts/fireworks/models/kimi-k2p5,extract,160,41,201
2026-02-16 11:52:45,accounts/fireworks/models/kimi-k2p5,extract,174,46,220
2026-02-16 11:52:48,accounts/fireworks/models/kimi-k2p5,persona,162,400,562
2026-02-16 11:52:51,accounts/fireworks/models/kimi-k2p5,persona,188,400,588
2026-02-16 11:54:16,accounts/fireworks/models/kimi-k2p5,extract,172,41,213
2026-02-16 11:54:18,accounts/fireworks/models/kimi-k2p5,extract,160,41,201
2026-02-16 11:54:19,accounts/fireworks/models/kimi-k2p5,extract,174,46,220
2026-02-16 11:54:22,accounts/fireworks/models/kimi-k2p5,persona,162,400,562
2026-02-16 11:54:24,accounts/fireworks/models/kimi-k2p5,persona,186,400,586
2026-02-16 11:54:59,accounts/fireworks/models/kimi-k2p5,extract,172,41,213
2026-02-16 11:55:00,accounts/fireworks/models/kimi-k2p5,extract,160,41,201
2026-02-16 11:55:01,accounts/fireworks/models/kimi-k2p5,extract,174,47,221
2026-02-16 11:55:03,accounts/fireworks/models/kimi-k2p5,persona,169,400,569
2026-02-16 11:55:09,accounts/fireworks/models/kimi-k2p5,persona,184,400,584
2026-02-16 11:57:12,accounts/fireworks/models/kimi-k2p5,extract,172,41,213
2026-02-16 11:57:13,accounts/fireworks/models/kimi-k2p5,extract,160,41,201
2026-02-16 11:57:17,accounts/fireworks/models/kimi-k2p5,extract,174,46,220
2026-02-16 11:57:22,accounts/fireworks/models/kimi-k2p5,persona,169,400,569
2026-02-16 11:57:25,accounts/fireworks/models/kimi-k2p5,persona,192,400,592
2026-02-16 12:03:52,mistralai/mistral-large-3-675b-instruct-2512,persona,461,66,527
2026-02-16 12:04:14,mistralai/mistral-large-3-675b-instruct-2512,persona,461,108,569
2026-02-16 12:04:25,mistralai/mistral-large-3-675b-instruct-2512,persona,461,74,535
2026-02-16 12:04:48,mistralai/mistral-large-3-675b-instruct-2512,persona,461,80,541
2026-02-16 12:04:58,mistralai/mistral-large-3-675b-instruct-2512,persona,461,56,517
2026-02-16 12:05:05,mistralai/mistral-large-3-675b-instruct-2512,persona,486,104,590
2026-02-16 12:05:30,mistralai/mistral-large-3-675b-instruct-2512,persona,461,43,504
2026-02-16 12:05:34,mistralai/mistral-large-3-675b-instruct-2512,persona,491,54,545
2026-02-16 12:05:46,mistralai/mistral-large-3-675b-instruct-2512,persona,461,75,536
2026-02-16 12:05:52,mistralai/mistral-large-3-675b-instruct-2512,persona,478,91,569
2026-02-16 12:06:44,mistralai/mistral-large-3-675b-instruct-2512,persona,461,36,497
2026-02-16 12:06:49,mistralai/mistral-large-3-675b-instruct-2512,persona,479,69,548
2026-02-16 12:06:58,mistralai/mistral-large-3-675b-instruct-2512,persona,461,94,555
2026-02-16 12:07:02,mistralai/mistral-large-3-675b-instruct-2512,persona,479,66,545
2026-02-16 12:07:57,accounts/fireworks/models/kimi-k2p5,extract,172,41,213
2026-02-16 12:07:58,accounts/fireworks/models/kimi-k2p5,extract,160,41,201
2026-02-16 12:07:59,accounts/fireworks/models/kimi-k2p5,extract,174,46,220
2026-02-16 12:08:05,mistralai/mistral-large-3-675b-instruct-2512,persona,461,70,531
2026-02-16 12:08:10,mistralai/mistral-large-3-675b-instruct-2512,persona,490,87,577
2026-02-16 12:21:31,accounts/fireworks/models/kimi-k2p5,extract,177,47,224
2026-02-16 12:21:52,accounts/fireworks/models/kimi-k2p5,extract,177,47,224
2026-02-16 12:21:54,accounts/fireworks/models/kimi-k2p5,extract,167,47,214
2026-02-16 12:21:55,accounts/fireworks/models/kimi-k2p5,extract,164,41,205
2026-02-16 12:21:57,accounts/fireworks/models/kimi-k2p5,extract,163,42,205
2026-02-16 12:22:22,accounts/fireworks/models/kimi-k2p5,extract,177,47,224
2026-02-16 12:22:23,accounts/fireworks/models/kimi-k2p5,extract,167,47,214
2026-02-16 12:22:24,accounts/fireworks/models/kimi-k2p5,extract,164,41,205
2026-02-16 12:22:26,accounts/fireworks/models/kimi-k2p5,extract,163,41,204
2026-02-16 12:22:55,accounts/fireworks/models/kimi-k2p5,extract,177,47,224
2026-02-16 12:22:57,accounts/fireworks/models/kimi-k2p5,extract,167,46,213
2026-02-16 12:22:58,accounts/fireworks/models/kimi-k2p5,extract,164,41,205
2026-02-16 12:22:59,accounts/fireworks/models/kimi-k2p5,extract,163,41,204
2026-02-16 12:23:18,accounts/fireworks/models/kimi-k2p5,extract,172,41,213
2026-02-16 12:23:24,accounts/fireworks/models/kimi-k2p5,extract,160,42,202
2026-02-16 12:23:29,accounts/fireworks/models/kimi-k2p5,extract,174,47,221
2026-02-16 13:06:16,accounts/fireworks/models/kimi-k2p5,extract,172,41,213
2026-02-16 13:06:18,accounts/fireworks/models/kimi-k2p5,extract,160,41,201
2026-02-16 13:06:18,accounts/fireworks/models/kimi-k2p5,extract,174,47,221
2026-02-16 13:07:13,accounts/fireworks/models/kimi-k2p5,extract,172,42,214
2026-02-16 13:07:18,accounts/fireworks/models/kimi-k2p5,extract,160,42,202
2026-02-16 13:07:19,accounts/fireworks/models/kimi-k2p5,extract,174,47,221
2026-02-16 13:07:37,accounts/fireworks/models/kimi-k2p5,extract,172,41,213
2026-02-16 13:07:38,accounts/fireworks/models/kimi-k2p5,extract,160,41,201
2026-02-16 13:07:39,accounts/fireworks/models/kimi-k2p5,extract,174,46,220
2026-02-16 13:25:42,accounts/fireworks/models/kimi-k2p5,persona,24,180,204
2026-02-16 13:30:21,accounts/fireworks/models/kimi-k2p5,reflection,31,8,39
2026-02-16 13:30:22,accounts/fireworks/models/kimi-k2p5,extract,35,10,45
2026-02-16 13:32:08,accounts/fireworks/models/kimi-k2p5,reflection,31,7,38
2026-02-16 13:32:08,accounts/fireworks/models/kimi-k2p5,extract,35,10,45
2026-02-18 09:44:01,accounts/fireworks/models/kimi-k2p5,reflection,260,148,408
2026-02-20 01:37:49,accounts/fireworks/models/kimi-k2p5,extract,224,41,265
2026-02-20 01:37:53,accounts/fireworks/models/kimi-k2p5,reflection,103,38,141
2026-02-20 01:38:02,accounts/fireworks/models/kimi-k2p5,persona,736,400,1136
2026-02-20 01:38:06,accounts/fireworks/models/kimi-k2p5,reflection,533,49,582
2026-02-20 01:38:27,accounts/fireworks/models/kimi-k2p5,persona,1229,400,1629
2026-02-20 01:38:34,accounts/fireworks/models/kimi-k2p5,persona,1614,400,2014
2026-02-20 01:38:39,accounts/fireworks/models/kimi-k2p5,reflection,888,83,971
2026-02-20 01:38:47,accounts/fireworks/models/kimi-k2p5,reflection,1147,323,1470
2026-02-20 01:38:55,accounts/fireworks/models/kimi-k2p5,extract,291,61,352
2026-02-20 01:38:59,accounts/fireworks/models/kimi-k2p5,reflection,841,59,900
2026-02-20 01:39:03,accounts/fireworks/models/kimi-k2p5,persona,1936,400,2336
2026-02-20 01:39:09,accounts/fireworks/models/kimi-k2p5,persona,1891,400,2291
2026-02-20 01:39:14,accounts/fireworks/models/kimi-k2p5,reflection,832,65,897
2026-02-20 01:39:15,accounts/fireworks/models/kimi-k2p5,persona,1881,400,2281
2026-02-20 01:39:19,accounts/fireworks/models/kimi-k2p5,reflection,1414,249,1663
2026-02-20 01:39:20,accounts/fireworks/models/kimi-k2p5,reflection,808,37,845
2026-02-20 01:39:44,accounts/fireworks/models/kimi-k2p5,reflection,503,45,548
2026-02-20 01:39:49,accounts/fireworks/models/kimi-k2p5,persona,1554,400,1954
2026-02-20 01:39:58,accounts/fireworks/models/kimi-k2p5,persona,1558,400,1958
2026-02-20 01:40:00,accounts/fireworks/models/kimi-k2p5,reflection,856,56,912
2026-02-20 01:40:03,accounts/fireworks/models/kimi-k2p5,extract,291,61,352
2026-02-20 01:40:04,accounts/fireworks/models/kimi-k2p5,reflection,1109,298,1407
2026-02-20 01:40:06,accounts/fireworks/models/kimi-k2p5,reflection,483,68,551
2026-02-20 01:40:14,accounts/fireworks/models/kimi-k2p5,persona,1578,400,1978
2026-02-20 01:40:17,accounts/fireworks/models/kimi-k2p5,reflection,846,54,900
2026-02-20 01:40:38,accounts/fireworks/models/kimi-k2p5,extract,228,41,269
2026-02-20 01:40:47,accounts/fireworks/models/kimi-k2p5,reflection,101,53,154
2026-02-20 01:41:01,accounts/fireworks/models/kimi-k2p5,persona,736,400,1136
2026-02-20 01:41:06,accounts/fireworks/models/kimi-k2p5,reflection,547,100,647
2026-02-20 01:41:09,accounts/fireworks/models/kimi-k2p5,persona,1220,400,1620
2026-02-20 01:41:10,accounts/fireworks/models/kimi-k2p5,extract,294,55,349
2026-02-20 01:41:18,accounts/fireworks/models/kimi-k2p5,reflection,764,53,817
2026-02-20 01:41:20,accounts/fireworks/models/kimi-k2p5,persona,1488,400,1888
2026-02-20 01:41:22,accounts/fireworks/models/kimi-k2p5,reflection,1021,214,1235
2026-02-20 01:41:26,accounts/fireworks/models/kimi-k2p5,extract,291,55,346
2026-02-20 01:41:29,accounts/fireworks/models/kimi-k2p5,persona,1490,400,1890
2026-02-20 01:41:30,accounts/fireworks/models/kimi-k2p5,reflection,762,54,816
2026-02-20 01:41:31,accounts/fireworks/models/kimi-k2p5,reflection,723,47,770
2026-02-20 01:41:39,accounts/fireworks/models/kimi-k2p5,persona,1839,400,2239
2026-02-20 01:41:41,accounts/fireworks/models/kimi-k2p5,reflection,888,58,946
2026-02-20 01:41:44,accounts/fireworks/models/kimi-k2p5,extract,291,55,346
2026-02-20 01:41:52,accounts/fireworks/models/kimi-k2p5,persona,1834,400,2234
2026-02-20 01:41:55,accounts/fireworks/models/kimi-k2p5,reflection,784,51,835
2026-02-20 01:42:06,accounts/fireworks/models/kimi-k2p5,reflection,1389,385,1774
2026-02-20 01:42:08,accounts/fireworks/models/kimi-k2p5,persona,1840,400,2240
2026-02-20 01:42:11,accounts/fireworks/models/kimi-k2p5,reflection,739,59,798
2026-02-20 01:42:13,accounts/fireworks/models/kimi-k2p5,extract,291,55,346
2026-02-20 01:42:31,accounts/fireworks/models/kimi-k2p5,persona,1850,400,2250
2026-02-20 01:42:34,accounts/fireworks/models/kimi-k2p5,reflection,879,51,930
2026-02-20 01:42:40,accounts/fireworks/models/kimi-k2p5,persona,1852,400,2252
2026-02-20 01:42:45,accounts/fireworks/models/kimi-k2p5,reflection,852,68,920
2026-02-20 01:42:48,accounts/fireworks/models/kimi-k2p5,persona,709,400,1109
2026-02-20 01:42:53,accounts/fireworks/models/kimi-k2p5,reflection,1450,284,1734
2026-02-20 01:42:54,accounts/fireworks/models/kimi-k2p5,reflection,485,55,540
2026-02-20 01:42:55,accounts/fireworks/models/kimi-k2p5,persona,1158,400,1558
2026-02-20 01:42:57,accounts/fireworks/models/kimi-k2p5,reflection,905,49,954
2026-02-20 01:43:05,accounts/fireworks/models/kimi-k2p5,persona,1623,400,2023
2026-02-20 01:43:07,accounts/fireworks/models/kimi-k2p5,reflection,865,68,933
2026-02-20 01:43:15,accounts/fireworks/models/kimi-k2p5,persona,2002,400,2402
2026-02-20 01:43:21,accounts/fireworks/models/kimi-k2p5,reflection,839,43,882
2026-02-20 01:43:23,accounts/fireworks/models/kimi-k2p5,persona,1940,400,2340
2026-02-20 01:43:24,accounts/fireworks/models/kimi-k2p5,reflection,838,67,905
2026-02-20 01:43:28,accounts/fireworks/models/kimi-k2p5,reflection,1514,210,1724
2026-02-20 01:43:29,accounts/fireworks/models/kimi-k2p5,persona,1948,400,2348
2026-02-20 01:51:41,accounts/fireworks/models/kimi-k2p5,extract,224,41,265
2026-02-20 01:51:44,accounts/fireworks/models/kimi-k2p5,reflection,103,38,141
2026-02-20 01:51:46,mistralai/mistral-large-3-675b-instruct-2512,persona,809,41,850
2026-02-20 01:51:48,accounts/fireworks/models/kimi-k2p5,reflection,171,54,225
2026-02-20 01:51:50,mistralai/mistral-large-3-675b-instruct-2512,persona,941,42,983
2026-02-20 01:51:53,accounts/fireworks/models/kimi-k2p5,reflection,188,58,246
2026-02-20 01:51:56,mistralai/mistral-large-3-675b-instruct-2512,persona,995,66,1061
2026-02-20 01:51:56,accounts/fireworks/models/kimi-k2p5,extract,291,61,352
2026-02-20 01:51:57,accounts/fireworks/models/kimi-k2p5,reflection,449,214,663
2026-02-20 01:51:59,accounts/fireworks/models/kimi-k2p5,reflection,221,63,284
2026-02-20 01:52:00,accounts/fireworks/models/kimi-k2p5,extract,224,41,265
2026-02-20 01:52:02,mistralai/mistral-large-3-675b-instruct-2512,persona,1003,60,1063
2026-02-20 01:52:03,accounts/fireworks/models/kimi-k2p5,reflection,103,34,137
2026-02-20 01:52:05,accounts/fireworks/models/kimi-k2p5,reflection,205,55,260
2026-02-20 01:52:05,mistralai/mistral-large-3-675b-instruct-2512,persona,797,68,865
2026-02-20 01:52:07,mistralai/mistral-large-3-675b-instruct-2512,persona,1018,46,1064
2026-02-20 01:52:08,accounts/fireworks/models/kimi-k2p5,reflection,209,52,261
2026-02-20 01:52:09,accounts/fireworks/models/kimi-k2p5,reflection,212,53,265
2026-02-20 01:52:11,mistralai/mistral-large-3-675b-instruct-2512,persona,957,76,1033
2026-02-20 01:52:12,mistralai/mistral-large-3-675b-instruct-2512,persona,1036,52,1088
2026-02-20 01:52:13,accounts/fireworks/models/kimi-k2p5,extract,291,61,352
2026-02-20 01:52:14,accounts/fireworks/models/kimi-k2p5,reflection,262,73,335
2026-02-20 01:52:15,accounts/fireworks/models/kimi-k2p5,reflection,214,65,279
2026-02-20 01:52:16,mistralai/mistral-large-3-675b-instruct-2512,persona,1047,72,1119
2026-02-20 01:52:16,accounts/fireworks/models/kimi-k2p5,extract,291,61,352
2026-02-20 01:52:17,mistralai/mistral-large-3-675b-instruct-2512,persona,1049,48,1097
2026-02-20 01:52:18,accounts/fireworks/models/kimi-k2p5,reflection,521,212,733
2026-02-20 01:52:19,accounts/fireworks/models/kimi-k2p5,reflection,263,72,335
2026-02-20 01:52:19,accounts/fireworks/models/kimi-k2p5,reflection,502,248,750
2026-02-20 01:52:21,mistralai/mistral-large-3-675b-instruct-2512,persona,1060,81,1141
2026-02-20 01:52:22,accounts/fireworks/models/kimi-k2p5,reflection,213,53,266
2026-02-20 01:52:23,mistralai/mistral-large-3-675b-instruct-2512,persona,1035,50,1085
2026-02-20 01:52:24,accounts/fireworks/models/kimi-k2p5,reflection,266,66,332
2026-02-20 01:52:26,mistralai/mistral-large-3-675b-instruct-2512,persona,1096,87,1183
2026-02-20 01:52:28,accounts/fireworks/models/kimi-k2p5,reflection,215,107,322
2026-02-20 01:52:28,mistralai/mistral-large-3-675b-instruct-2512,persona,1037,50,1087
2026-02-20 01:52:29,accounts/fireworks/models/kimi-k2p5,extract,291,54,345
2026-02-20 01:52:32,accounts/fireworks/models/kimi-k2p5,reflection,279,65,344
2026-02-20 01:52:32,mistralai/mistral-large-3-675b-instruct-2512,persona,1126,96,1222
2026-02-20 01:52:33,accounts/fireworks/models/kimi-k2p5,extract,291,61,352
2026-02-20 01:52:34,accounts/fireworks/models/kimi-k2p5,extract,228,41,269
2026-02-20 01:52:34,accounts/fireworks/models/kimi-k2p5,reflection,214,36,250
2026-02-20 01:52:37,accounts/fireworks/models/kimi-k2p5,reflection,101,45,146
2026-02-20 01:52:38,mistralai/mistral-large-3-675b-instruct-2512,persona,1149,84,1233
2026-02-20 01:52:38,mistralai/mistral-large-3-675b-instruct-2512,persona,790,61,851
2026-02-20 01:52:39,accounts/fireworks/models/kimi-k2p5,reflection,290,66,356
2026-02-20 01:52:41,accounts/fireworks/models/kimi-k2p5,reflection,280,50,330
2026-02-20 01:52:44,accounts/fireworks/models/kimi-k2p5,extract,294,55,349
2026-02-20 01:52:44,mistralai/mistral-large-3-675b-instruct-2512,persona,962,78,1040
2026-02-20 01:52:44,mistralai/mistral-large-3-675b-instruct-2512,persona,1126,83,1209
2026-02-20 01:52:47,accounts/fireworks/models/kimi-k2p5,reflection,258,59,317
2026-02-20 01:52:47,accounts/fireworks/models/kimi-k2p5,reflection,281,57,338
2026-02-20 01:52:50,mistralai/mistral-large-3-675b-instruct-2512,persona,1030,92,1122
2026-02-20 01:52:50,mistralai/mistral-large-3-675b-instruct-2512,persona,1154,84,1238
2026-02-20 01:52:51,accounts/fireworks/models/kimi-k2p5,reflection,518,306,824
2026-02-20 01:52:52,accounts/fireworks/models/kimi-k2p5,extract,291,61,352
2026-02-20 01:52:54,accounts/fireworks/models/kimi-k2p5,reflection,284,52,336
2026-02-20 01:52:55,mistralai/mistral-large-3-675b-instruct-2512,persona,1077,99,1176
2026-02-20 01:52:57,accounts/fireworks/models/kimi-k2p5,reflection,290,56,346
2026-02-20 01:52:59,accounts/fireworks/models/kimi-k2p5,reflection,603,195,798
2026-02-20 01:53:11,accounts/fireworks/models/kimi-k2p5,extract,291,55,346
2026-02-20 01:53:13,accounts/fireworks/models/kimi-k2p5,extract,228,41,269
2026-02-20 01:53:13,accounts/fireworks/models/kimi-k2p5,reflection,201,60,261
2026-02-20 01:53:14,accounts/fireworks/models/kimi-k2p5,reflection,295,44,339
2026-02-20 01:53:17,mistralai/mistral-large-3-675b-instruct-2512,persona,1148,122,1270
2026-02-20 01:53:17,mistralai/mistral-large-3-675b-instruct-2512,persona,787,57,844
2026-02-20 01:53:20,accounts/fireworks/models/kimi-k2p5,reflection,197,78,275
2026-02-20 01:53:22,mistralai/mistral-large-3-675b-instruct-2512,persona,932,69,1001
2026-02-20 01:53:23,accounts/fireworks/models/kimi-k2p5,reflection,340,70,410
2026-02-20 01:53:23,accounts/fireworks/models/kimi-k2p5,extract,294,55,349
2026-02-20 01:53:24,mistralai/mistral-large-3-675b-instruct-2512,persona,1216,144,1360
2026-02-20 01:53:28,mistralai/mistral-large-3-675b-instruct-2512,persona,1014,75,1089
2026-02-20 01:53:30,accounts/fireworks/models/kimi-k2p5,reflection,243,50,293
2026-02-20 01:53:33,mistralai/mistral-large-3-675b-instruct-2512,persona,1078,77,1155
2026-02-20 01:53:34,accounts/fireworks/models/kimi-k2p5,extract,291,55,346
2026-02-20 01:53:35,accounts/fireworks/models/kimi-k2p5,reflection,262,52,314
2026-02-20 01:53:39,mistralai/mistral-large-3-675b-instruct-2512,persona,1086,88,1174
2026-02-20 01:53:44,mistralai/mistral-large-3-675b-instruct-2512,persona,1094,76,1170
2026-02-20 01:53:45,accounts/fireworks/models/kimi-k2p5,extract,291,55,346
2026-02-20 01:53:45,accounts/fireworks/models/kimi-k2p5,extract,291,55,346
2026-02-20 01:53:46,accounts/fireworks/models/kimi-k2p5,reflection,101,44,145
2026-02-20 01:53:48,accounts/fireworks/models/kimi-k2p5,reflection,383,63,446
2026-02-20 01:53:51,mistralai/mistral-large-3-675b-instruct-2512,persona,1082,88,1170
2026-02-20 01:53:52,mistralai/mistral-large-3-675b-instruct-2512,persona,1245,128,1373
2026-02-20 01:53:53,accounts/fireworks/models/kimi-k2p5,reflection,273,100,373
2026-02-20 01:53:53,accounts/fireworks/models/kimi-k2p5,reflection,282,63,345
2026-02-20 01:53:55,accounts/fireworks/models/kimi-k2p5,reflection,393,58,451
2026-02-20 01:53:56,accounts/fireworks/models/kimi-k2p5,extract,291,55,346
2026-02-20 01:53:57,mistralai/mistral-large-3-675b-instruct-2512,persona,1128,130,1258
2026-02-20 01:53:58,accounts/fireworks/models/kimi-k2p5,extract,291,55,346
2026-02-20 01:53:58,mistralai/mistral-large-3-675b-instruct-2512,persona,1290,131,1421
2026-02-20 01:54:01,accounts/fireworks/models/kimi-k2p5,reflection,332,65,397
2026-02-20 01:54:03,accounts/fireworks/models/kimi-k2p5,reflection,276,62,338
2026-02-20 01:54:03,accounts/fireworks/models/kimi-k2p5,reflection,383,57,440
2026-02-20 01:54:03,mistralai/mistral-large-3-675b-instruct-2512,persona,1156,112,1268
2026-02-20 01:54:06,accounts/fireworks/models/kimi-k2p5,reflection,270,127,397
2026-02-20 01:54:06,mistralai/mistral-large-3-675b-instruct-2512,persona,1307,163,1470
2026-02-20 01:54:07,accounts/fireworks/models/kimi-k2p5,reflection,640,219,859
2026-02-20 01:54:07,accounts/fireworks/models/kimi-k2p5,reflection,640,234,874
2026-02-20 01:54:07,accounts/fireworks/models/kimi-k2p5,reflection,348,66,414
2026-02-20 01:54:07,mistralai/mistral-large-3-675b-instruct-2512,persona,751,76,827
2026-02-20 01:54:10,mistralai/mistral-large-3-675b-instruct-2512,persona,756,77,833
2026-02-20 01:54:10,accounts/fireworks/models/kimi-k2p5,reflection,166,57,223
2026-02-20 01:54:12,mistralai/mistral-large-3-675b-instruct-2512,persona,878,72,950
2026-02-20 01:54:15,accounts/fireworks/models/kimi-k2p5,reflection,754,289,1043
2026-02-20 01:54:15,mistralai/mistral-large-3-675b-instruct-2512,persona,884,97,981
2026-02-20 01:54:18,mistralai/mistral-large-3-675b-instruct-2512,persona,1033,94,1127
2026-02-20 01:54:19,accounts/fireworks/models/kimi-k2p5,reflection,287,63,350
2026-02-20 01:54:20,accounts/fireworks/models/kimi-k2p5,reflection,306,69,375
2026-02-20 01:54:20,accounts/fireworks/models/kimi-k2p5,reflection,294,46,340
2026-02-20 01:54:21,accounts/fireworks/models/kimi-k2p5,reflection,162,64,226
2026-02-20 01:54:21,mistralai/mistral-large-3-675b-instruct-2512,persona,1068,108,1176
2026-02-20 01:54:23,mistralai/mistral-large-3-675b-instruct-2512,persona,1134,86,1220
2026-02-20 01:54:24,accounts/fireworks/models/kimi-k2p5,reflection,327,73,400
2026-02-20 01:54:26,accounts/fireworks/models/kimi-k2p5,reflection,308,44,352
2026-02-20 01:54:27,mistralai/mistral-large-3-675b-instruct-2512,persona,1182,113,1295
2026-02-20 01:54:28,accounts/fireworks/models/kimi-k2p5,reflection,615,212,827
2026-02-20 01:54:28,mistralai/mistral-large-3-675b-instruct-2512,persona,1118,98,1216
2026-02-20 01:54:31,accounts/fireworks/models/kimi-k2p5,reflection,647,246,893
2026-02-20 01:54:33,mistralai/mistral-large-3-675b-instruct-2512,persona,1147,101,1248
2026-02-20 01:54:34,mistralai/mistral-large-3-675b-instruct-2512,persona,1193,144,1337
2026-02-20 01:54:34,accounts/fireworks/models/kimi-k2p5,reflection,309,49,358
2026-02-20 01:54:37,accounts/fireworks/models/kimi-k2p5,reflection,325,56,381
2026-02-20 01:54:38,accounts/fireworks/models/kimi-k2p5,reflection,387,46,433
2026-02-20 01:54:40,mistralai/mistral-large-3-675b-instruct-2512,persona,1151,83,1234
2026-02-20 01:54:42,mistralai/mistral-large-3-675b-instruct-2512,persona,1244,180,1424
2026-02-20 01:54:42,accounts/fireworks/models/kimi-k2p5,reflection,414,109,523
2026-02-20 01:54:44,accounts/fireworks/models/kimi-k2p5,reflection,314,69,383
2026-02-20 01:54:45,mistralai/mistral-large-3-675b-instruct-2512,persona,1173,86,1259
